CLIP_NAME,DURATION,TIMESTAMP
8.R,0:15.609,2:51.733
8.R,0:15.609,3:07.343
8.R,0:15.609,3:22.953
8.R,0:15.609,3:38.563
8.R,0:15.609,3:54.172
8.R,0:15.609,4:09.782
8.R,0:15.609,4:25.427
8.R,0:15.609,4:41.037
4.R,0:07.804,4:56.646
8.R,0:15.609,5:04.451
x.R,0:04.338,5:20.061
4.R,0:07.338,0:00.000
8.R,0:14.623,0:07.338
8.R,0:14.623,0:21.961
8.R,0:14.623,0:36.584
8.R,0:14.623,0:51.207
8.R,0:14.623,1:05.830
8.R,0:14.623,1:20.453
4.R,0:07.311,1:35.076
4.R,0:07.311,1:42.387
8.R,0:14.623,1:49.699
8.R,0:14.623,2:04.322
8.R,0:14.623,2:18.945
8.R,0:14.623,2:33.568
8.R,0:14.623,2:48.191
8.R,0:14.623,3:02.814
8.R,0:14.623,3:17.437
8.R,0:14.623,3:32.060
x.R,0:05.849,3:46.683
4.R,0:07.408,0:00.000
8.R,0:14.769,0:07.408
8.R,0:14.769,0:22.177
8.R,0:14.769,0:36.946
8.R,0:14.769,0:51.715
8.R,0:14.769,1:06.485
8.R,0:14.769,1:21.254
8.R,0:14.769,1:36.023
8.R,0:14.769,1:50.792
8.R,0:14.769,2:05.562
8.R,0:14.769,2:20.331
8.R,0:14.769,2:35.100
8.R,0:14.769,2:49.869
8.R,0:14.769,3:04.639
7.R,0:12.923,3:19.408
8.R,0:14.769,3:32.331
8.R,0:14.769,3:47.100
8.R,0:14.769,4:01.869
x.R,0:08.067,4:16.639
x.R,0:02.063,0:00.000
8.R,0:16.991,0:02.063
8.R,0:16.991,0:19.054
8.R,0:16.991,0:36.045
8.R,0:16.991,0:53.036
8.R,0:16.991,1:10.027
8.R,0:16.991,1:27.019
8.R,0:16.991,1:44.010
8.R,0:16.991,2:01.001
8.R,0:16.991,2:17.992
8.R,0:16.991,2:34.983
8.R,0:16.991,2:51.974
8.R,0:15.867,0:00.041
8.R,0:15.867,0:15.909
8.R,0:15.867,0:31.777
8.R,0:15.867,0:47.645
8.R,0:15.867,1:03.512
8.R,0:15.867,1:19.380
8.R,0:15.867,1:35.248
8.R,0:15.867,1:51.116
8.R,0:15.867,2:06.984
8.R,0:15.867,2:22.851
8.R,0:15.867,2:38.719
8.R,0:15.867,2:54.587
8.R,0:15.867,3:10.455
8.R,0:15.867,3:26.322
8.R,0:15.867,3:42.190
x.R,0:06.714,3:58.058
8.R,0:15.207,0:00.039
8.R,0:15.207,0:15.247
8.R,0:15.207,0:30.455
8.R,0:15.207,0:45.663
8.R,0:15.207,1:00.871
8.R,0:15.207,1:16.079
8.R,0:15.184,1:31.286
8.R,0:15.207,1:46.471
8.R,0:15.207,2:01.679
8.R,0:15.207,2:16.887
8.R,0:15.207,2:32.095
8.R,0:15.207,2:47.303
8.R,0:15.207,3:02.511
x.R,0:08.787,3:17.719
4.R,0:07.762,0:00.000
8.R,0:15.323,0:07.762
8.R,0:15.396,0:23.092
8.R,0:15.360,0:38.489
8.R,0:15.360,0:53.849
8.R,0:15.359,1:09.209
6.R,0:11.520,1:24.569
8.R,0:15.360,1:36.089
8.R,0:15.360,1:51.449
8.R,0:15.360,2:06.809
8.R,0:15.360,2:22.169
8.R,0:15.360,2:37.529
8.R,0:15.360,2:52.889
8.R,0:15.360,3:08.249
x.R,0:14.070,3:23.609
8.R,0:15.682,0:00.000
8.R,0:15.609,0:15.682
8.R,0:15.609,0:31.292
8.R,0:15.609,0:46.902
8.R,0:15.609,1:02.512
8.R,0:15.609,1:18.121
8.R,0:15.609,1:33.731
8.R,0:15.609,1:49.341
8.R,0:15.609,2:04.951
8.R,0:15.609,2:20.560
8.R,0:15.609,2:36.170
8.R,0:15.609,2:51.780
8.R,0:15.609,3:07.403
8.R,0:15.609,3:23.013
8.R,0:15.609,3:38.623
8.R,0:15.609,3:54.233
8.R,0:15.609,4:09.842
x.R,0:23.467,4:25.452
8.R,0:15.360,0:00.114
8.R,0:15.360,0:15.474
8.R,0:15.360,0:30.834
8.R,0:15.360,0:46.194
4.R,0:07.680,1:01.554
8.R,0:15.360,1:09.234
8.R,0:15.360,1:24.594
4.R,0:07.680,1:39.954
8.R,0:15.360,1:47.634
8.R,0:15.360,2:02.994
8.R,0:15.360,2:18.354
8.R,0:15.360,2:33.714
8.R,0:15.360,2:49.074
8.R,0:15.360,3:04.434
8.R,0:15.360,3:19.794
8.R,0:15.360,3:35.154
8.R,0:15.360,3:50.514
x.R,0:09.485,4:05.874
8.R,0:14.436,0:00.204
8.R,0:14.436,0:14.640
6.R,0:10.827,0:29.076
8.R,0:14.436,0:39.903
8.R,0:14.436,0:54.339
8.R,0:14.436,1:08.775
8.R,0:14.436,1:23.212
8.R,0:14.436,1:37.648
4.R,0:07.218,1:52.084
8.R,0:14.436,1:59.302
8.R,0:14.436,2:13.738
4.R,0:07.218,2:28.174
8.R,0:14.436,2:35.392
8.R,0:14.436,2:49.828
8.R,0:14.436,3:04.264
8.R,0:14.436,3:18.700
x.R,0:09.289,3:33.136
8.R,0:14.328,0:00.171
8.R,0:14.328,0:14.499
8.R,0:14.328,0:28.827
8.R,0:14.328,0:43.156
8.R,0:14.328,0:57.484
8.R,0:14.328,1:11.812
8.R,0:14.328,1:26.141
8.R,0:14.328,1:40.469
8.R,0:14.328,1:54.797
8.R,0:14.328,2:09.126
8.R,0:14.328,2:23.454
8.R,0:14.328,2:37.782
8.R,0:14.328,2:52.111
8.R,0:14.328,3:06.439
8.R,0:14.328,3:20.768
8.R,0:14.328,3:35.096
8.R,0:14.328,3:49.424
8.R,0:14.328,4:03.753
x.R,0:10.638,4:18.081
8.R,0:20.000,0:00.179
8.R,0:20.000,0:20.179
8.R,0:20.000,0:40.179
8.R,0:20.000,1:00.179
8.R,0:20.000,1:20.179
8.R,0:20.000,1:40.179
x.R,0:14.380,2:00.179
8.R,0:15.508,0:00.202
8.R,0:15.508,0:15.711
8.R,0:15.508,0:31.220
8.R,0:15.508,0:46.729
8.R,0:15.508,1:02.238
8.R,0:15.508,1:17.747
8.R,0:15.508,1:33.256
8.R,0:15.508,1:48.765
8.R,0:15.508,2:04.273
8.R,0:15.508,2:19.782
8.R,0:15.508,2:35.291
8.R,0:15.508,2:50.800
8.R,0:15.508,3:06.309
8.R,0:15.508,3:21.818
8.R,0:15.508,3:37.327
x.R,0:10.977,3:52.836
4.R,0:07.384,0:00.157
8.R,0:14.769,0:07.542
8.R,0:14.769,0:22.311
8.R,0:14.769,0:37.081
8.R,0:14.769,0:51.850
4.R,0:07.384,1:06.619
8.R,0:14.769,1:14.004
6.R,0:11.076,1:28.773
6.R,0:11.076,1:39.850
8.R,0:14.769,1:50.927
8.R,0:14.769,2:05.696
8.R,0:14.769,2:20.465
8.R,0:14.769,2:35.234
8.R,0:14.769,2:50.004
8.R,0:14.769,3:04.773
8.R,0:14.769,3:19.542
x.R,0:09.501,3:34.311
8.R,0:16.842,0:00.179
8.R,0:16.842,0:17.021
8.R,0:16.842,0:33.863
8.R,0:16.842,0:50.706
8.R,0:16.842,1:07.548
8.R,0:16.842,1:24.390
8.R,0:16.842,1:41.232
6.R,0:12.631,1:58.074
6.R,0:12.631,2:10.706
4.R,0:08.421,2:23.337
8.R,0:16.842,2:31.758
8.R,0:16.842,2:48.600
8.R,0:16.842,3:05.442
8.R,0:16.842,3:22.285
8.R,0:16.842,3:39.127
8.R,0:16.842,3:55.969
8.R,0:16.842,4:12.811
8.R,0:16.842,4:29.653
8.R,0:23.757,4:46.495
8.R,0:15.000,0:00.280
8.R,0:15.000,0:15.280
8.R,0:15.000,0:30.280
8.R,0:15.000,0:45.280
8.R,0:15.000,1:00.280
8.R,0:15.000,1:15.280
8.R,0:15.000,1:30.280
8.R,0:15.000,1:45.280
8.R,0:15.000,2:00.280
8.R,0:15.000,2:15.280
4.R,0:07.500,2:30.280
8.R,0:15.000,2:37.780
8.R,0:15.000,2:52.780
8.R,0:15.000,3:07.780
8.R,0:15.000,3:22.780
8.R,0:15.000,3:37.780
x.R,0:06.312,3:52.780
6.R,0:11.492,0:00.186
6.R,0:11.492,0:11.678
6.R,0:11.492,0:23.171
4.R,0:07.661,0:34.663
6.R,0:11.492,0:42.325
6.R,0:11.492,0:53.817
6.R,0:11.492,1:05.310
6.R,0:11.492,1:16.802
6.R,0:11.492,1:28.295
8.R,0:15.323,1:39.787
8.R,0:15.323,1:55.110
4.R,0:07.661,2:10.433
8.R,0:15.323,2:18.095
6.R,0:11.492,2:33.418
6.R,0:11.492,2:44.911
6.R,0:11.492,2:56.403
6.R,0:11.492,3:07.896
6.R,0:11.492,3:19.388
x.R,0:14.319,3:30.880
8.R,0:14.414,0:00.265
8.R,0:14.414,0:14.680
6.R,0:10.795,0:29.094
10. Vitalic - La Mort Sur Le Dancefloor-28.R,0:00.014,0:39.890
8.R,0:14.394,0:39.905
4.R,0:07.204,0:54.299
10.R,0:17.998,1:01.504
8.R,0:14.409,1:19.502
8.R,0:14.409,1:33.911
8.R,0:14.409,1:48.320
8.R,0:14.409,2:02.729
8.R,0:14.409,2:17.138
8.R,0:14.409,2:31.547
8.R,0:14.409,2:45.956
8.R,0:14.347,3:00.365
8.R,0:14.409,3:14.713
x.R,0:04.384,3:29.122
8.R,0:14.769,0:00.158
8.R,0:14.769,0:14.928
8.R,0:14.769,0:29.697
4.R,0:07.384,0:44.466
8.R,0:14.769,0:51.851
8.R,0:14.769,1:06.620
8.R,0:14.769,1:21.389
4.R,0:07.384,1:36.158
8.R,0:14.769,1:43.543
8.R,0:14.769,1:58.312
4.R,0:07.384,2:13.081
4.R,0:07.384,2:20.466
8.R,0:14.769,2:27.851
8.R,0:14.769,2:42.620
8.R,0:14.769,2:57.389
4.R,0:07.384,3:12.158
8.R,0:14.769,3:19.543
x.R,0:05.540,3:34.312
x.R,0:16.000,0:03.983
8.R,0:21.333,0:19.983
8.R,0:21.333,0:41.317
8.R,0:21.333,1:02.650
8.R,0:21.333,1:23.983
8.R,0:21.333,1:45.317
8.R,0:21.333,2:06.650
8.R,0:21.333,2:27.983
8.R,0:21.333,2:49.317
8.R,0:21.333,3:10.650
8.R,0:21.333,3:31.983
x.R,0:17.296,3:53.317
2.R,0:04.800,0:00.714
4.R,0:09.600,0:05.514
4.R,0:09.600,0:15.114
4.R,0:09.600,0:24.714
4.R,0:09.600,0:34.314
4.R,0:09.600,0:43.914
3.R,0:07.200,0:53.514
4.R,0:09.600,1:00.714
4.R,0:09.600,1:10.314
4.R,0:09.600,1:19.914
x.R,0:05.045,1:29.514
4.R,0:08.275,0:00.248
8.R,0:16.551,0:08.524
8.R,0:16.551,0:25.076
8.R,0:16.551,0:41.627
8.R,0:16.551,0:58.179
8.R,0:16.551,1:14.731
8.R,0:16.551,1:31.282
8.R,0:16.551,1:47.834
8.R,0:16.551,2:04.386
8.R,0:16.551,2:20.938
8.R,0:16.551,2:37.489
8.R,0:16.551,2:54.041
8.R,0:16.551,3:10.593
8.R,0:16.551,3:27.145
x.R,0:09.136,3:43.696
8.R,0:15.483,0:00.956
8.R,0:15.483,0:16.440
8.R,0:15.483,0:31.924
8.R,0:15.483,0:47.407
8.R,0:15.483,1:02.891
8.R,0:15.483,1:18.375
8.R,0:15.483,1:33.859
8.R,0:15.483,1:49.343
8.R,0:15.483,2:04.827
8.R,0:15.483,2:20.311
8.R,0:15.483,2:35.794
8.R,0:15.483,2:51.278
8.R,0:15.483,3:06.762
8.R,0:15.483,3:22.246
8.R,0:15.483,3:37.730
8.R,0:15.483,3:53.214
8.R,0:15.483,4:08.698
8.R,0:15.483,4:24.182
8.R,0:15.483,4:39.665
8.R,0:15.483,4:55.149
4.R,0:07.741,5:10.633
8.R,0:15.483,5:18.375
x.R,0:06.220,5:33.859
4.R,0:09.896,0:00.460
8.R,0:19.793,0:10.357
8.R,0:19.793,0:30.151
8.R,0:19.793,0:49.945
8.R,0:19.793,1:09.739
8.R,0:19.793,1:29.533
8.R,0:19.793,1:49.326
8.R,0:19.793,2:09.120
8.R,0:19.793,2:28.914
8.R,0:19.793,2:48.708
8.R,0:19.793,3:08.502
8.R,0:19.793,3:28.296
8.R,0:19.793,3:48.089
8.R,0:19.793,4:07.883
x.R,0:06.188,4:27.677
8.R,0:15.360,0:00.111
8.R,0:15.360,0:15.471
8.R,0:15.360,0:30.831
8.R,0:15.360,0:46.191
8.R,0:15.360,1:01.551
8.R,0:15.360,1:16.911
8.R,0:15.360,1:32.271
8.R,0:15.360,1:47.631
8.R,0:15.360,2:02.991
8.R,0:15.360,2:18.351
8.R,0:15.360,2:33.711
8.R,0:15.360,2:49.071
8.R,0:15.360,3:04.431
8.R,0:15.360,3:19.791
8.R,0:15.360,3:35.151
8.R,0:15.360,3:50.511
8.R,0:15.360,4:05.871
8.R,0:15.360,4:21.231
x.R,0:02.288,4:36.591
8-04.R,0:30.967,0:00.480
4.R,0:07.741,0:31.447
8-08.R,0:15.483,0:39.189
8.R,0:15.483,0:54.673
8.R,0:15.483,1:10.157
8.R,0:15.483,1:25.641
8.R,0:15.483,1:41.125
4.R,0:07.741,1:56.609
8.R,0:15.483,2:04.351
8.R,0:15.483,2:19.835
8.R,0:15.483,2:35.318
4.R,0:07.741,2:50.802
8.R,0:15.483,2:58.544
8.R,0:15.483,3:14.028
8.R,0:15.483,3:29.512
x.R,0:06.363,3:44.996
6.R,0:12.307,0:01.091
6.R,0:12.307,0:13.399
6.R,0:12.307,0:25.707
6.R,0:12.307,0:38.014
6.R,0:12.307,0:50.322
6.R,0:12.307,1:02.630
6.R,0:12.307,1:14.937
6.R,0:12.307,1:27.245
6.R,0:12.307,1:39.553
6.R,0:12.307,1:51.860
6.R,0:12.307,2:04.168
6.R,0:12.307,2:16.476
4.R,0:08.205,2:28.784
4.R,0:08.205,2:36.989
4.R,0:08.205,2:45.194
4.R,0:08.205,2:53.399
6.R,0:12.307,3:01.604
6.R,0:12.307,3:14.135
6.R,0:12.307,3:26.443
6.R,0:12.307,3:38.751
6.R,0:12.307,3:51.058
6.R,0:12.307,4:03.366
6.R,0:12.307,4:15.674
6.R,0:12.307,4:27.982
6.R,0:12.307,4:40.289
3.R,0:06.153,4:52.597
4.R,0:08.443,4:59.252
x.R,0:26.383,5:07.696
8.R,0:15.238,0:07.840
8.R,0:15.238,0:23.079
8.R,0:15.238,0:38.317
8.R,0:15.238,0:53.555
8.R,0:15.238,1:08.793
8.R,0:15.238,1:24.031
8.R,0:15.238,1:39.269
8.R,0:15.238,1:54.507
8.R,0:15.238,2:09.745
8.R,0:15.238,2:24.983
8.R,0:15.238,2:40.221
8.R,0:15.238,2:55.459
8.R,0:15.238,3:10.698
8.R,0:15.238,3:25.936
8.R,0:15.238,3:41.174
8.R,0:15.238,3:56.412
8.R,0:15.238,4:11.650
8.R,0:15.238,4:26.888
8.R,0:15.238,4:42.126
x.R,0:03.823,4:57.364
8.R,0:18.823,0:00.466
8.R,0:18.823,0:19.290
8.R,0:18.823,0:38.113
8.R,0:18.823,0:56.937
8.R,0:18.823,1:15.760
8.R,0:18.823,1:34.584
8.R,0:18.823,1:53.407
8.R,0:18.823,2:12.231
8.R,0:18.823,2:31.054
8.R,0:18.823,2:49.878
1.R,0:04.000,0:00.273
4.R,0:16.000,0:04.273
4.R,0:16.000,0:20.273
4.R,0:16.000,0:36.273
4.R,0:16.000,0:52.273
4.R,0:16.000,1:08.273
4.R,0:16.000,1:24.273
4.R,0:16.000,1:40.273
4.R,0:16.000,1:56.273
4.R,0:16.000,2:12.273
4.R,0:16.000,2:28.273
4.R,0:16.000,2:44.273
4.R,0:16.000,3:00.273
4.R,0:16.000,3:16.273
4.R,0:16.000,3:32.273
x.R,0:10.046,3:48.273
2.R,0:03.739,0:00.000
4.R,0:07.479,0:03.739
8.R,0:14.959,0:11.219
8.R,0:14.959,0:26.178
8.R,0:14.959,0:41.137
10.R,0:18.698,0:56.096
10.R,0:18.698,1:14.795
8.R,0:14.959,1:33.494
8.R,0:14.959,1:48.453
4.R,0:07.479,2:03.412
8.R,0:14.959,2:10.892
8.R,0:14.959,2:25.851
8.R,0:14.959,2:40.810
8.R,0:14.959,2:55.769
4.R,0:07.479,3:10.728
8.R,0:14.959,3:18.208
4.R,0:07.479,3:33.167
8.R,0:14.959,3:40.646
x.R,0:02.474,3:55.605
8.R,0:14.398,0:00.205
8.R,0:14.398,0:14.604
8.R,0:14.398,0:29.002
8.R,0:14.398,0:43.400
8.R,0:14.398,0:57.798
8.R,0:14.398,1:12.196
8.R,0:14.398,1:26.595
8.R,0:14.398,1:40.993
10.R,0:17.997,1:55.391
8.R,0:14.398,2:13.389
8.R,0:14.398,2:27.787
8.R,0:14.398,2:42.185
8.R,0:14.398,2:56.583
8.R,0:14.398,3:10.982
10.R,0:17.997,3:25.380
8.R,0:14.398,3:43.377
8.R,0:14.398,3:57.776
8.R,0:14.398,4:12.174
8.R,0:14.398,4:26.572
8.R,0:14.398,4:40.970
x.R,0:03.191,4:55.368
x.R,0:02.868,0:00.000
4.R,0:14.282,0:02.868
4.R,0:13.913,0:17.151
4.R,0:13.913,0:31.064
4.R,0:13.913,0:44.977
4.R,0:13.913,0:58.890
4.R,0:13.913,1:12.803
4.R,0:13.913,1:26.716
4.R,0:13.913,1:40.629
4.R,0:13.913,1:54.542
4.R,0:13.913,2:08.455
4.R,0:13.913,2:22.368
4.R,0:13.913,2:36.281
4.R,0:13.913,2:50.194
4.R,0:13.913,3:04.107
4.R,0:13.913,3:18.020
4.R,0:13.913,3:31.933
4.R,0:13.913,3:45.846
4.R,0:13.913,3:59.759
x.R,0:18.007,4:13.672
8.R,0:16.093,0:00.264
16.R,0:32.187,0:16.358
16.R,0:32.187,0:48.546
16.R,0:32.187,1:20.733
16.R,0:32.187,1:52.921
16.R,0:32.187,2:25.109
16.R,0:32.187,2:57.297
16.R,0:32.187,3:29.484
x.R,0:10.057,4:01.672
16.R,0:30.343,0:15.406
16.R,0:30.343,0:45.750
16.R,0:30.343,1:16.094
16.R,0:30.343,1:46.437
12.R,0:22.757,2:16.781
16.R,0:30.343,2:39.539
x.R,0:53.101,3:09.883
16.R,0:30.343,4:02.984
16.R,0:30.343,4:33.328
24.R,0:45.515,5:03.672
x.R,0:03.132,5:49.187
8.R,0:15.737,0:00.725
8.R,0:15.737,0:16.463
2.R,0:03.934,0:32.201
8.R,0:15.737,0:36.135
8.R,0:15.737,0:51.873
8.R,0:15.737,1:07.611
8.R,0:15.737,1:23.348
8.R,0:15.737,1:39.086
8.R,0:15.737,1:54.824
8.R,0:15.737,2:10.561
8.R,0:15.737,2:26.299
8.R,0:15.737,2:42.037
8.R,0:15.737,2:57.774
8.R,0:15.737,3:13.512
8.R,0:15.737,3:29.250
8.R,0:15.737,3:44.988
8.R,0:15.737,4:00.725
8.R,0:15.737,4:16.463
x.R,0:08.598,4:32.201
8.R,0:14.190,0:00.295
8.R,0:14.190,0:14.485
8.R,0:14.190,0:28.676
8.R,0:14.190,0:42.867
8.R,0:14.190,0:57.057
8.R,0:14.190,1:11.248
8.R,0:14.190,1:25.439
8.R,0:14.190,1:39.629
4.R,0:07.095,1:53.820
8.R,0:14.190,2:00.915
4.R,0:07.095,2:15.106
8.R,0:14.190,2:22.201
8.R,0:14.190,2:36.392
8.R,0:14.190,2:50.583
8.R,0:14.190,3:04.751
8.R,0:14.190,3:18.941
8.R,0:14.190,3:33.132
8.R,0:14.190,3:47.323
4.R,0:07.095,4:01.514
8.R,0:14.190,4:08.554
8.R,0:14.190,4:22.745
8.R,0:14.190,4:36.935
4.R,0:07.095,4:51.126
x.R,0:05.138,4:58.221
8.R,0:13.342,0:00.304
8.R,0:13.342,0:13.647
8.R,0:13.342,0:26.990
8.R,0:13.342,0:40.332
8.R,0:13.342,0:53.675
8.R,0:13.342,1:07.017
8.R,0:13.342,1:20.360
12.R,0:20.013,1:33.703
8.R,0:13.342,1:53.717
8.R,0:13.342,2:07.059
8.R,0:13.342,2:20.402
8.R,0:13.304,2:33.744
8.R,0:13.373,2:47.095
8.R,0:13.342,3:00.468
8.R,0:13.342,3:13.811
8.R,0:13.342,3:27.154
8.R,0:13.342,3:40.496
x.R,0:04.182,3:53.839
8.R,0:14.321,0:00.192
8.R,0:14.321,0:14.514
8.R,0:14.321,0:28.836
8.R,0:14.321,0:43.158
8.R,0:14.321,0:57.480
8.R,0:14.321,1:11.802
8.R,0:14.321,1:26.124
8.R,0:14.292,1:40.446
8.R,0:14.321,1:54.738
8.R,0:14.321,2:09.060
8.R,0:14.321,2:23.382
8.R,0:14.321,2:37.704
8.R,0:14.321,2:52.026
8.R,0:14.321,3:06.348
8.R,0:14.296,3:20.670
8.R,0:14.321,3:34.966
8.R,0:14.321,3:49.288
8.R,0:14.321,4:03.610
8.R,0:14.321,4:17.932
8.R,0:14.321,4:32.254
8.R,0:14.321,4:46.576
8.R,0:14.321,5:00.898
8.R,0:14.321,5:15.220
x.R,0:18.697,5:29.542
x.R,0:00.494,0:00.000
8.R,0:14.063,0:00.494
16.R,0:28.127,0:14.558
16.R,0:28.127,0:42.686
16.R,0:28.127,1:10.813
8.R,0:14.063,1:38.941
16.R,0:28.127,1:53.005
16.R,0:28.127,2:21.133
16.R,0:28.127,2:49.261
8.R,0:14.063,3:17.388
16.R,0:28.127,3:31.452
16.R,0:28.127,3:59.580
16.R,0:28.127,4:27.708
x.R,0:01.764,4:55.835
8.R,0:16.271,0:00.266
8.R,0:16.271,0:16.538
8.R,0:16.271,0:32.809
8.R,0:16.271,0:49.080
8.R,0:16.271,1:05.351
8.R,0:16.271,1:21.622
8.R,0:16.271,1:37.894
8.R,0:16.271,1:54.165
2.R,0:04.067,2:10.436
8.R,0:16.271,2:14.504
8.R,0:16.271,2:30.775
8.R,0:16.271,2:47.046
8.R,0:16.271,3:03.317
x.R,0:12.205,3:19.588
8.R,0:15.483,0:00.483
8.R,0:15.483,0:15.967
8.R,0:15.483,0:31.451
8.R,0:15.483,0:46.935
8.R,0:15.483,1:02.418
8.R,0:15.483,1:17.902
8.R,0:15.483,1:33.386
8.R,0:15.483,1:48.870
8.R,0:15.483,2:04.354
8.R,0:15.483,2:19.838
4.R,0:07.741,2:35.322
8.R,0:15.483,2:43.064
8.R,0:15.483,2:58.547
8.R,0:15.483,3:14.031
x.R,0:17.044,3:29.515
4.R,0:07.559,0:00.240
4.R,0:07.559,0:07.799
4.R,0:07.559,0:15.359
4.R,0:07.559,0:22.918
4.R,0:07.559,0:30.477
4.R,0:07.559,0:38.036
4.R,0:07.559,0:45.595
4.R,0:07.559,0:53.154
4.R,0:07.559,1:00.713
4.R,0:07.559,1:08.272
4.R,0:07.559,1:15.831
4.R,0:07.559,1:23.390
4.R,0:07.559,1:30.949
4.R,0:07.559,1:38.508
4.R,0:07.559,1:46.067
4.R,0:07.559,1:53.626
4.R,0:07.559,2:01.185
4.R,0:07.559,2:08.744
4.R,0:07.559,2:16.303
4.R,0:07.559,2:23.862
4.R,0:07.559,2:31.422
4.R,0:07.559,2:38.981
4.R,0:07.559,2:46.540
4.R,0:07.559,2:54.099
4.R,0:07.559,3:01.658
4.R,0:07.559,3:09.217
4.R,0:07.559,3:16.776
4.R,0:07.559,3:24.335
4.R,0:07.559,3:31.894
4.R,0:07.559,3:39.453
4.R,0:07.559,3:47.012
4.R,0:07.559,3:54.571
4.R,0:07.559,4:02.130
4.R,0:07.559,4:09.689
4.R,0:07.559,4:17.248
4.R,0:07.559,4:24.807
6.R,0:11.338,4:32.366
4.R,0:07.559,4:43.705
4.R,0:07.559,4:51.264
4.R,0:07.559,4:58.823
4.R,0:07.559,5:06.382
4.R,0:07.559,5:13.941
4.R,0:07.559,5:21.500
4.R,0:07.559,5:29.059
4.R,0:07.559,5:36.618
x.R,0:02.382,5:44.177
x.R,0:02.375,0:00.000
2.R,0:05.714,0:02.375
4.R,0:11.428,0:08.089
4.R,0:11.428,0:19.518
4.R,0:11.428,0:30.946
4.R,0:11.428,0:42.375
4.R,0:11.428,0:53.803
4.R,0:11.428,1:05.232
4.R,0:11.428,1:16.661
4.R,0:11.428,1:28.089
4.R,0:11.428,1:39.518
4.R,0:11.428,1:50.946
x.R,0:02.674,2:02.375
4.R,0:20.625,0:00.000
4.R,0:20.042,0:20.625
4.R,0:22.382,0:40.667
4.R,0:18.172,1:03.049
4.R,0:20.075,1:21.222
4.R,0:20.285,1:41.298
4.R,0:20.289,2:01.583
4.R,0:20.135,2:21.872
4.R,0:20.317,2:42.008
4.R,0:20.108,3:02.325
4.R,0:20.036,3:22.434
4.R,0:20.075,3:42.470
x.R,0:06.574,4:02.545
x.R,0:02.584,0:00.000
8.R,0:14.401,0:02.584
8.R,0:14.401,0:16.986
8.R,0:14.401,0:31.387
8.R,0:14.401,0:45.788
8.R,0:14.401,1:00.190
8.R,0:14.401,1:14.591
8.R,0:14.401,1:28.993
8.R,0:14.401,1:43.394
8.R,0:14.401,1:57.796
8.R,0:14.401,2:12.197
8.R,0:14.401,2:26.599
8.R,0:14.401,2:41.000
8.R,0:14.401,2:55.401
8.R,0:14.401,3:09.803
8.R,0:14.401,3:24.204
x.R,0:05.386,3:38.606
8.R,0:14.396,0:00.000
8.R,0:14.401,0:14.396
8.R,0:14.401,0:28.797
8.R,0:14.401,0:43.199
8.R,0:14.401,0:57.600
8.R,0:14.401,1:12.002
8.R,0:14.401,1:26.403
8.R,0:14.401,1:40.805
8.R,0:14.401,1:55.206
8.R,0:14.401,2:09.608
8.R,0:14.401,2:24.009
8.R,0:14.401,2:38.410
8.R,0:14.401,2:52.812
8.R,0:14.401,3:07.213
8.R,0:14.401,3:21.615
8.R,0:14.401,3:36.016
8.R,0:14.401,3:50.418
8.R,0:14.401,4:04.819
8.R,0:14.401,4:19.221
4.R,0:07.200,4:33.622
8.R,0:14.401,4:40.823
8.R,0:14.401,4:55.224
8.R,0:14.401,5:09.626
8.R,0:14.401,5:24.027
x.R,0:10.779,5:38.428
8.R,0:14.436,0:00.196
12.R,0:21.579,0:14.632
8.R,0:14.436,0:36.211
8.R,0:14.436,0:50.647
8.R,0:14.436,1:05.083
4.R,0:07.218,1:19.520
8.R,0:14.436,1:26.738
8.R,0:14.436,1:41.174
8.R,0:14.436,1:55.610
10.R,0:17.824,2:10.046
8.R,0:14.436,2:27.870
8.R,0:14.436,2:42.306
4.R,0:07.218,2:56.742
6.R,0:10.827,3:03.960
2.R,0:03.609,3:14.787
8.R,0:14.436,3:18.396
6.R,0:10.611,3:32.833
4.R,0:07.218,3:43.444
8.R,0:14.436,3:50.662
8.R,0:14.436,4:05.098
8.R,0:14.436,4:19.535
4.R,0:07.218,4:33.971
x.R,0:07.290,4:41.189
8.R,0:14.281,0:00.000
8.R,0:14.264,0:14.281
8.R,0:14.264,0:28.545
8.R,0:14.264,0:42.810
8.R,0:14.264,0:57.074
8.R,0:14.264,1:11.339
8.R,0:14.264,1:25.603
8.R,0:14.264,1:39.868
8.R,0:14.264,1:54.132
8.R,0:14.264,2:08.397
8.R,0:14.264,2:22.661
8.R,0:14.264,2:36.926
12.R,0:21.396,2:51.190
8.R,0:14.264,3:12.587
8.R,0:14.264,3:26.851
8.R,0:14.264,3:41.116
8.R,0:14.264,3:55.380
12.R,0:21.396,4:09.645
8.R,0:14.264,4:31.042
8.R,0:14.264,4:45.306
8.R,0:14.264,4:59.571
None,None,None
None,None,None
None,None,None
None,None,None
CLIP NAME,DURATION,TIMESTAMP
I->.L,0:15.360,0:00.114
C.L,0:15.360,0:15.474
C.L,0:15.360,0:30.834
C.L,0:15.360,0:46.194
->.L,0:07.680,1:01.554
Inst.L,0:15.360,1:09.234
Inst.L,0:15.360,1:24.594
_.L,0:07.680,1:39.954
->.L,0:15.360,1:47.634
C2.L,0:15.360,2:02.994
